name,host_star,ltr,disc_year,orb_period_ed,radius_e,circumference_k,circumference_m,mass_e,density_e,solar_flux,habit_code,temp_c,temp_f,disc_facility,disc_method
K2-24 c,K2-24,c,2016,42.34,7.5,"300,226","186,563",15.4,0.0363,23.4,0,287.0,549.0,K2,Transit
K2-240 b,K2-240,b,2018,6.03,2.0,"80,060","49,750",4.7,0.5808,,0,313.0,595.0,K2,Transit
K2-240 c,K2-240,c,2018,20.52,1.8,"72,054","44,775",3.9,0.6661,,0,116.0,241.0,K2,Transit
K2-241 b,K2-241,b,2018,26.82,2.55,"102,077","63,432",7.0,0.4229,,0,234.0,453.0,K2,Transit
K2-242 b,K2-242,b,2018,6.51,2.54,"101,677","63,183",7.0,0.4247,,0,143.0,289.0,K2,Transit
K2-243 b,K2-243,b,2018,11.54,2.17,"86,865","53,979",5.4,0.5227,,0,762.0,1404.0,K2,Transit
K2-243 c,K2-243,c,2018,24.95,2.01,"80,461","49,999",4.7,0.5771,,0,528.0,982.0,K2,Transit
K2-244 b,K2-244,b,2018,21.07,1.75,"70,053","43,531",3.7,0.6897,,0,365.0,689.0,K2,Transit
K2-245 b,K2-245,b,2018,11.89,4.34,"173,731","107,958",17.4,0.2123,,0,650.0,1202.0,K2,Transit
K2-246 b,K2-246,b,2018,5.77,3.49,"139,705","86,814",12.0,0.2813,,0,704.0,1299.0,K2,Transit
K2-247 b,K2-247,b,2018,2.25,2.12,"84,864","52,735",5.1,0.5372,,0,706.0,1303.0,K2,Transit
K2-247 c,K2-247,c,2018,6.49,2.19,"87,666","54,477",5.4,0.5154,,0,415.0,779.0,K2,Transit
K2-248 b,K2-248,b,2018,7.17,2.57,"102,878","63,929",7.1,0.4192,,0,613.0,1135.0,K2,Transit
K2-249 b,K2-249,b,2018,12.41,2.79,"111,684","69,402",8.2,0.3757,,0,788.0,1450.0,K2,Transit
K2-25 b,K2-25,b,2015,3.48,3.43,"137,303","85,322",11.6,0.2868,,0,,,K2,Transit
K2-250 b,K2-250,b,2018,4.01,2.44,"97,674","60,695",6.5,0.4483,,0,685.0,1265.0,K2,Transit
K2-251 b,K2-251,b,2018,9.3,2.35,"94,071","58,457",6.1,0.4701,,0,164.0,327.0,K2,Transit
K2-252 b,K2-252,b,2018,13.82,1.74,"69,653","43,283",3.7,0.6969,,0,366.0,691.0,K2,Transit
K2-253 b,K2-253,b,2018,4.0,12.67,"507,182","315,168",,,,0,965.0,1769.0,K2,Transit
K2-254 b,K2-254,b,2018,4.1,1.63,"65,249","40,546",3.3,0.7568,,0,518.0,964.0,K2,Transit
K2-254 c,K2-254,c,2018,12.12,2.19,"87,666","54,477",5.4,0.5154,,0,278.0,532.0,K2,Transit
K2-255 b,K2-255,b,2018,1.96,2.9,"116,088","72,138",8.8,0.3575,,0,761.0,1402.0,K2,Transit
K2-256 b,K2-256,b,2018,5.52,2.63,"105,279","65,422",7.4,0.4065,,0,572.0,1062.0,K2,Transit
K2-257 b,K2-257,b,2018,1.61,0.83,"33,225","20,646",0.5,0.8693,,0,516.0,961.0,K2,Transit
K2-258 b,K2-258,b,2018,19.09,3.0,"120,091","74,625",9.3,0.343,,0,558.0,1036.0,K2,Transit
K2-259 b,K2-259,b,2018,15.48,2.32,"92,870","57,710",6.0,0.4791,,0,522.0,972.0,K2,Transit
K2-26 b,K2-26,b,2016,14.57,2.67,"106,881","66,417",7.6,0.3993,5.8,0,157.0,315.0,K2,Transit
K2-260 b,K2-260,b,2018,2.63,17.396,"696,365","432,728",451.3,0.0907,,0,1684.0,3063.0,K2,Transit
K2-261 b,K2-261,b,2018,11.63,9.528,"381,407","237,010",70.9,0.0877,,0,807.0,1485.0,K2,Transit
K2-263 b,K2-263,b,2018,50.82,2.41,"96,473","59,949",14.8,1.0345,,0,197.0,387.0,K2,Transit
K2-264 b,K2-264,b,2018,5.84,2.231,"89,307","55,496",5.6,0.5045,,0,223.0,433.0,K2,Transit
K2-264 c,K2-264,c,2018,19.66,2.668,"106,801","66,367",7.6,0.3993,,0,58.0,136.0,K2,Transit
K2-265 b,K2-265,b,2018,2.37,1.71,"68,452","42,536",6.5,1.2886,,0,,,K2,Transit
K2-266 b,K2-266,b,2018,0.66,3.3,"132,100","82,088",11.3,0.3212,879.5,0,1242.0,2268.0,K2,Transit
K2-266 c,K2-266,c,2018,7.81,0.705,"28,221","17,537",0.3,0.8185,32.4,0,391.0,736.0,K2,Transit
K2-266 d,K2-266,d,2018,14.7,2.93,"117,288","72,884",8.9,0.3684,13.95,0,265.0,509.0,K2,Transit
K2-266 e,K2-266,e,2018,19.48,2.73,"109,282","67,909",14.3,0.4011,9.58,0,217.0,423.0,K2,Transit
K2-268 b,K2-268,b,2018,2.15,1.41,"56,443","35,074",2.6,0.9147,,0,848.0,1558.0,K2,Transit
K2-268 c,K2-268,c,2018,9.33,2.69,"107,681","66,914",7.7,0.3938,,0,415.0,779.0,K2,Transit
K2-269 b,K2-269,b,2018,4.14,1.57,"62,847","39,054",3.1,0.7967,,0,1156.0,2113.0,K2,Transit
K2-27 b,K2-27,b,2016,6.77,4.48,"179,335","111,441",30.9,0.3394,116,0,629.0,1164.0,K2,Transit
K2-270 b,K2-270,b,2018,1.54,1.38,"55,242","34,328",2.5,0.9419,,0,930.0,1706.0,K2,Transit
K2-270 c,K2-270,c,2018,4.4,2.95,"118,089","73,382",9.0,0.3503,,0,575.0,1067.0,K2,Transit
K2-271 b,K2-271,b,2018,8.56,7.28,"291,420","181,091",41.8,0.108,,0,620.0,1148.0,K2,Transit
K2-272 b,K2-272,b,2018,14.45,2.91,"116,488","72,387",8.8,0.3557,,0,382.0,720.0,K2,Transit
K2-273 b,K2-273,b,2018,11.72,4.42,"176,933","109,948",17.9,0.2069,,0,399.0,750.0,K2,Transit
K2-274 b,K2-274,b,2018,14.13,2.2,"88,066","54,725",5.5,0.5136,,0,316.0,601.0,K2,Transit
K2-275 b,K2-275,b,2018,3.28,2.24,"89,668","55,720",5.6,0.5009,,0,632.0,1170.0,K2,Transit
K2-275 c,K2-275,c,2018,8.44,2.34,"93,671","58,208",6.1,0.4737,,0,387.0,729.0,K2,Transit
K2-276 b,K2-276,b,2018,18.72,3.77,"150,914","93,779",13.7,0.2541,,0,310.0,590.0,K2,Transit
K2-277 b,K2-277,b,2018,6.33,2.07,"82,862","51,492",4.9,0.5554,,0,685.0,1265.0,K2,Transit
K2-278 b,K2-278,b,2018,3.33,2.98,"119,290","74,128",9.2,0.3448,,0,1438.0,2620.0,K2,Transit
K2-279 b,K2-279,b,2018,7.12,1.21,"48,437","30,099",1.9,1.0817,,0,606.0,1123.0,K2,Transit
K2-28 b,K2-28,b,2016,2.26,2.32,"92,870","57,710",6.0,0.4791,30.1,0,295.0,563.0,K2,Transit
K2-280 b,K2-280,b,2018,19.9,7.67,"307,031","190,792",45.6,0.1007,,0,471.0,880.0,K2,Transit
K2-281 b,K2-281,b,2018,8.69,8.18,"327,447","203,479",50.9,0.0927,,0,392.0,738.0,K2,Transit
K2-282 b,K2-282,b,2018,4.17,2.82,"112,885","70,148",8.4,0.3721,,0,784.0,1443.0,K2,Transit
K2-283 b,K2-283,b,2018,1.92,3.52,"140,906","87,560",12.2,0.2795,,0,913.0,1675.0,K2,Transit
K2-284 b,K2-284,b,2018,4.8,2.78,"111,284","69,153",8.2,0.3775,42.6,0,380.0,716.0,K2,Transit
K2-285 b,K2-285,b,2018,3.47,2.59,"103,678","64,427",9.7,0.5572,234.31,0,816.0,1501.0,K2,Transit
K2-285 c,K2-285,c,2018,7.14,3.53,"141,307","87,809",15.7,0.3539,50.35,0,468.0,874.0,K2,Transit
K2-285 d,K2-285,d,2018,10.46,2.48,"99,275","61,690",6.5,,24.61,0,347.0,657.0,K2,Transit
K2-285 e,K2-285,e,2018,14.76,1.95,"78,059","48,507",10.7,,10.5,0,228.0,442.0,K2,Transit
K2-286 b,K2-286,b,2018,27.36,2.1,"84,063","52,238",5.1,0.5445,,0,74.0,165.0,K2,Transit
K2-287 b,K2-287,b,2018,14.89,9.494,"380,046","236,164",100.1,0.1167,,0,531.0,988.0,K2,Transit
K2-288 B b,K2-288 B,b,2018,31.39,1.9,"76,057","47,263",4.3,0.6207,,2,-47.0,-53.0,K2,Transit
K2-289 b,K2-289,b,2019,13.16,9.1,"364,275","226,364",61.0,0.0808,,0,480.0,896.0,K2,Transit
K2-29 b,K2-29,b,2016,3.26,13.339,"533,962","331,809",232.0,0.0962,293,0,898.0,1648.0,K2,Transit
K2-290 b,K2-290,b,2019,9.21,3.06,"122,492","76,118",10.9,0.7441,,0,957.0,1755.0,K2,Transit
K2-290 c,K2-290,c,2019,48.37,11.276,"451,380","280,492",246.0,0.1833,,0,403.0,757.0,K2,Transit
K2-291 b,K2-291,b,2019,2.23,1.589,"63,608","39,527",6.5,1.6044,633,0,,,K2,Transit
K2-292 b,K2-292,b,2019,16.98,2.63,"105,279","65,422",24.5,1.343,67,0,522.0,972.0,K2,Transit
K2-293 b,K2-293,b,2019,13.12,2.45,"98,074","60,944",6.6,0.4446,,0,477.0,891.0,K2,Transit
K2-294 b,K2-294,b,2019,2.5,1.66,"66,450","41,293",3.4,0.7387,,0,1152.0,2106.0,K2,Transit
K2-295 b,K2-295,b,2018,4.02,10.054,"402,463","250,095",106.5,0.1111,,0,579.0,1074.0,K2,Transit
K2-3 b,K2-3,b,2015,10.05,1.98,"79,260","49,253",6.5,0.6715,5.8,0,231.0,448.0,K2,Transit
K2-3 c,K2-3,c,2015,24.65,1.56,"62,447","38,805",2.1,0.5408,1.77,0,101.0,214.0,K2,Transit
K2-3 d,K2-3,d,2015,44.56,1.53,"61,246","38,059",2.8,1.02,0.8,2,9.0,48.0,K2,Transit
K2-30 b,K2-30,b,2016,4.1,11.646,"466,191","289,696",184.0,0.1162,299,0,819.0,1506.0,K2,Transit
K2-308 b,K2-308,b,2019,3.39,9.916,"396,939","246,662",70.6,0.0722,,0,,,K2,Transit
K2-31 b,K2-31,b,2016,1.26,11.882,"475,639","295,566",563.8,0.3358,1272,0,,,K2,Transit
K2-315 b,K2-315,b,2020,3.14,0.95,"38,029","23,631",0.8,0.9401,7.45,0,187.0,369.0,K2,Transit
K2-316 b,K2-316,b,2020,1.13,1.33,"53,240","33,084",2.3,0.9873,,0,568.0,1054.0,K2,Transit
K2-316 c,K2-316,c,2020,5.26,1.83,"73,255","45,521",4.0,0.6534,,0,150.0,302.0,K2,Transit
K2-317 b,K2-317,b,2020,6.22,2.93,"117,288","72,884",8.9,0.3539,,0,159.0,318.0,K2,Transit
K2-318 b,K2-318,b,2020,7.01,1.66,"66,450","41,293",3.4,0.7387,,0,183.0,361.0,K2,Transit
K2-319 b,K2-319,b,2020,26.68,2.79,"111,684","69,402",8.2,0.3757,,0,368.0,694.0,K2,Transit
K2-32 b,K2-32,b,2016,8.99,4.96,"198,550","123,381",16.5,0.1216,77.7,0,544.0,1011.0,K2,Transit
K2-32 c,K2-32,c,2016,20.66,2.74,"109,683","68,158",12.1,0.49,25.6,0,346.0,655.0,K2,Transit
K2-32 d,K2-32,d,2016,31.71,3.27,"130,899","81,342",10.3,0.2505,14.5,0,264.0,507.0,K2,Transit
K2-32 e,K2-32,e,2019,4.35,1.01,"40,430","25,124",1.0,0.9782,,0,,,K2,Transit
K2-320 b,K2-320,b,2020,2.0,2.62,"104,879","65,173",7.4,0.4083,,0,425.0,797.0,K2,Transit
K2-321 b,K2-321,b,2020,2.3,1.95,"78,059","48,507",4.5,0.6007,,0,428.0,802.0,K2,Transit
K2-322 b,K2-322,b,2020,8.2,1.92,"76,858","47,760",4.4,0.6134,,0,362.0,684.0,K2,Transit
K2-323 b,K2-323,b,2020,24.93,2.1,"84,063","52,238",5.1,0.5445,,0,45.0,113.0,K2,Transit
K2-324 b,K2-324,b,2020,3.26,2.43,"97,273","60,447",6.5,0.4501,,0,434.0,813.0,K2,Transit
K2-325 b,K2-325,b,2020,6.93,2.2,"88,066","54,725",5.5,0.5136,,0,150.0,302.0,K2,Transit
K2-326 b,K2-326,b,2020,1.26,2.28,"91,269","56,715",5.8,0.49,,0,841.0,1546.0,K2,Transit
K2-33 b,K2-33,b,2016,5.42,5.04,"201,752","125,371",1176.0,,,0,577.0,1071.0,K2,Transit
K2-34 b,K2-34,b,2016,3.0,13.96,"558,821","347,257",539.7,0.1706,,0,1286.0,2347.0,K2,Transit
K2-35 b,K2-35,b,2016,5.61,1.93,"77,258","48,009",4.4,0.608,68,0,706.0,1303.0,K2,Transit
K2-35 c,K2-35,c,2016,2.4,1.32,"52,840","32,835",2.3,0.9982,211,0,493.0,919.0,K2,Transit
K2-36 b,K2-36,b,2016,1.42,1.43,"57,243","35,571",3.9,1.3067,529,0,951.0,1744.0,K2,Transit
K2-36 c,K2-36,c,2016,5.34,3.2,"128,097","79,600",7.8,0.2359,90,0,515.0,959.0,K2,Transit
K2-37 b,K2-37,b,2016,4.44,1.61,"64,449","40,049",3.2,0.7695,213.3,0,701.0,1294.0,K2,Transit
K2-37 c,K2-37,c,2016,6.43,2.75,"110,083","68,407",8.0,0.3829,130.3,0,588.0,1090.0,K2,Transit
K2-37 d,K2-37,d,2016,14.09,2.73,"109,282","67,909",7.9,0.3866,45.7,0,390.0,734.0,K2,Transit
K2-38 b,K2-38,b,2016,4.02,1.906,"76,298","47,412",19.1,3.176,465.9,0,911.0,1672.0,K2,Transit
K2-38 c,K2-38,c,2016,10.56,2.42,"96,873","60,198",9.9,0.6534,128.3,0,585.0,1085.0,K2,Transit
K2-39 b,K2-39,b,2016,4.61,6.277,"251,269","156,141",28.6,0.0907,1356,0,1397.0,2547.0,K2,Transit
K2-4 b,K2-4,b,2015,10.0,2.1,"84,063","52,238",5.1,0.5445,15.6,0,290.0,554.0,K2,Transit
K2-42 b,K2-42,b,2016,6.69,2.15,"86,065","53,482",5.3,0.5281,44.1,0,,,K2,Transit
K2-43 b,K2-43,b,2016,3.47,4.51,"180,536","112,187",18.5,0.2015,49,0,666.0,1231.0,K2,Transit
K2-43 c,K2-43,c,2019,2.2,2.42,"96,873","60,198",6.4,0.4537,,0,821.0,1510.0,K2,Transit
K2-44 b,K2-44,b,2016,5.66,2.72,"108,882","67,660",7.8,0.3884,646,0,938.0,1720.0,K2,Transit
K2-45 b,K2-45,b,2016,1.73,6.71,"268,602","166,912",36.4,0.1201,100,0,,,K2,Transit
K2-46 b,K2-46,b,2016,19.15,2.05,"82,062","50,994",4.9,0.5626,119,0,616.0,1141.0,K2,Transit
K2-47 b,K2-47,b,2016,31.64,1.89,"75,657","47,014",4.2,0.6243,10.7,0,,,K2,Transit
K2-48 b,K2-48,b,2016,20.51,2.24,"89,668","55,720",5.6,0.5009,15.3,0,,,K2,Transit
K2-49 b,K2-49,b,2016,2.77,1.93,"77,258","48,009",4.4,0.608,59,0,,,K2,Transit
K2-5 b,K2-5,b,2015,5.74,1.91,"76,458","47,511",4.3,0.6171,24.1,0,292.0,558.0,K2,Transit
K2-5 c,K2-5,c,2015,10.93,2.26,"90,468","56,218",5.7,0.4955,10.2,0,183.0,361.0,K2,Transit
K2-50 b,K2-50,b,2016,8.75,1.59,"63,648","39,551",3.2,0.7822,18.8,0,,,K2,Transit
K2-52 b,K2-52,b,2016,3.54,18.0,"720,543","447,752",45700.0,7.8221,1124,0,1731.0,3148.0,K2,Transit
K2-53 b,K2-53,b,2016,12.21,2.6,"104,078","64,675",7.3,0.412,52.5,0,392.0,738.0,K2,Transit
K2-54 b,K2-54,b,2016,9.78,1.15,"46,035","28,606",1.6,1.049,6.1,0,,,K2,Transit
K2-55 b,K2-55,b,2016,2.85,3.82,"152,915","95,023",14.0,0.2505,115,0,,,K2,Transit
K2-57 b,K2-57,b,2016,9.01,2.1,"84,063","52,238",5.1,0.5445,24.1,0,,,K2,Transit
K2-58 b,K2-58,b,2016,7.05,2.68,"107,281","66,665",7.6,0.3956,118,0,,,K2,Transit
K2-58 c,K2-58,c,2016,2.54,1.62,"64,849","40,298",3.3,0.7641,462,0,,,K2,Transit
K2-58 d,K2-58,d,2016,22.88,1.71,"68,452","42,536",3.6,0.7114,24.6,0,,,K2,Transit
K2-59 b,K2-59,b,2016,20.69,2.41,"96,473","59,949",6.4,0.4555,17.1,0,,,K2,Transit
K2-59 c,K2-59,c,2016,11.3,2.3,"92,069","57,213",5.9,0.4828,38.3,0,,,K2,Transit
K2-6 b,K2-6,b,2015,30.94,2.5,"100,075","62,188",6.8,0.4338,28.6,0,342.0,648.0,K2,Transit
K2-60 b,K2-60,b,2016,3.0,7.656,"306,471","190,444",135.4,0.3085,1212,0,1127.0,2061.0,K2,Transit
K2-61 b,K2-61,b,2016,2.57,2.48,"99,275","61,690",6.7,0.4392,1686,0,,,K2,Transit
K2-62 b,K2-62,b,2016,6.67,2.14,"85,665","53,233",5.2,0.5318,66,0,,,K2,Transit
K2-62 c,K2-62,c,2016,16.2,2.14,"85,665","53,233",5.2,0.5318,20.5,0,,,K2,Transit
K2-63 b,K2-63,b,2016,20.26,3.22,"128,897","80,098",10.5,0.314,188,0,,,K2,Transit
K2-63 c,K2-63,c,2016,25.46,3.9,"156,118","97,013",14.5,0.2432,139,0,,,K2,Transit
K2-64 b,K2-64,b,2016,6.53,2.07,"82,862","51,492",4.9,0.5554,98,0,,,K2,Transit
K2-65 b,K2-65,b,2016,12.65,1.58,"63,248","39,303",3.1,0.7895,45,0,,,K2,Transit
K2-66 b,K2-66,b,2016,5.07,2.49,"99,675","61,939",21.3,1.4156,840,0,1099.0,2010.0,K2,Transit
K2-68 b,K2-68,b,2016,8.05,1.58,"63,248","39,303",3.1,0.7895,41,0,,,K2,Transit
K2-69 b,K2-69,b,2016,7.07,2.32,"92,870","57,710",6.0,0.4791,17.9,0,,,K2,Transit
K2-7 b,K2-7,b,2015,28.68,2.67,"106,881","66,417",7.6,0.3993,125,0,378.0,712.0,K2,Transit
K2-70 b,K2-70,b,2016,13.98,2.89,"115,687","71,889",8.7,0.3593,62,0,,,K2,Transit
K2-71 b,K2-71,b,2016,6.99,2.15,"86,065","53,482",5.3,0.5281,13.4,0,,,K2,Transit
K2-72 b,K2-72,b,2016,5.58,1.08,"43,233","26,865",1.3,1.0127,8.5,0,,,K2,Transit
K2-72 c,K2-72,c,2016,15.19,1.16,"46,435","28,855",1.6,1.0544,2.2,0,,,K2,Transit
K2-72 d,K2-72,d,2016,7.76,1.01,"40,430","25,124",1.0,0.9782,5.4,0,,,K2,Transit
K2-72 e,K2-72,e,2016,24.16,1.29,"51,639","32,089",2.2,1.0272,1.2,1,,,K2,Transit
K2-73 b,K2-73,b,2016,7.5,2.45,"98,074","60,944",6.6,0.4446,213,0,,,K2,Transit
K2-74 b,K2-74,b,2016,19.57,2.31,"92,470","57,462",6.0,0.4809,59.1,0,,,K2,Transit
K2-75 b,K2-75,b,2016,7.81,2.67,"106,881","66,417",7.6,0.3993,430,0,,,K2,Transit
K2-75 c,K2-75,c,2016,18.31,2.77,"110,884","68,904",8.1,0.3793,138,0,,,K2,Transit
K2-77 b,K2-77,b,2016,8.2,2.3,"92,069","57,213",603.9,,58,0,,,K2,Transit
K2-79 b,K2-79,b,2016,11.0,3.69,"147,711","91,789",13.2,0.2613,186,0,,,K2,Transit
K2-8 b,K2-8,b,2015,10.35,3.58,"143,308","89,053",12.5,0.2722,37.7,0,358.0,676.0,K2,Transit
K2-8 c,K2-8,c,2016,5.06,2.41,"96,473","59,949",6.4,0.4555,97.8,0,528.0,982.0,K2,Transit
K2-80 b,K2-80,b,2016,19.09,2.01,"80,461","49,999",4.7,0.5771,32.5,0,,,K2,Transit
K2-80 c,K2-80,c,2016,5.6,1.47,"58,844","36,566",2.8,0.8657,166,0,,,K2,Transit
K2-80 d,K2-80,d,2018,28.87,2.552,"102,157","63,481",7.0,0.4229,,0,,,K2,Transit
K2-81 b,K2-81,b,2016,6.1,1.97,"78,859","49,004",4.5,0.5917,62.9,0,,,K2,Transit
K2-83 b,K2-83,b,2016,2.75,1.244,"49,798","30,945",2.1,1.078,41.5,0,,,K2,Transit
K2-83 c,K2-83,c,2016,10.0,1.483,"59,365","36,890",2.8,0.8566,7.42,0,,,K2,Transit
K2-84 b,K2-84,b,2016,6.42,2.41,"96,473","59,949",6.4,0.4555,178,0,,,K2,Transit
K2-84 c,K2-84,c,2016,27.86,2.03,"81,261","50,497",4.8,0.5699,25.3,0,,,K2,Transit
K2-85 b,K2-85,b,2016,0.68,1.01,"40,430","25,124",1.0,0.9782,479,0,,,K2,Transit
K2-86 b,K2-86,b,2016,8.78,1.96,"78,459","48,755",4.5,0.5953,78,0,,,K2,Transit
K2-87 b,K2-87,b,2016,9.73,7.6,"304,229","189,051",44.9,0.102,85,0,706.0,1303.0,K2,Transit
K2-88 b,K2-88,b,2016,4.61,1.23,"49,237","30,596",2.0,1.0926,7.8,0,,,K2,Transit
K2-89 b,K2-89,b,2016,1.1,0.615,"24,619","15,298",0.2,0.7296,78,0,,,K2,Transit
K2-9 b,K2-9,b,2015,18.45,2.25,"90,068","55,969",5.7,0.4973,1.36,2,41.0,106.0,K2,Transit
K2-90 b,K2-90,b,2016,13.73,2.6,"104,078","64,675",7.3,0.412,10.2,0,229.0,444.0,K2,Transit
K2-90 c,K2-90,c,2016,2.9,1.3,"52,039","32,338",2.2,1.0163,80.8,0,,,K2,Transit
K2-91 b,K2-91,b,2016,1.42,1.1,"44,033","27,363",1.4,1.0272,46,0,,,K2,Transit
K2-95 b,K2-95,b,2016,10.13,3.88,"155,317","96,516",14.3,0.245,,0,110.0,230.0,K2,Transit
K2-97 b,K2-97,b,2016,8.41,10.61,"424,720","263,925",152.6,0.1274,,0,1226.0,2239.0,K2,Transit
K2-98 b,K2-98,b,2016,10.14,5.2,"208,157","129,351",32.2,0.3902,,0,819.0,1506.0,K2,Transit
K2-99 b,K2-99,b,2016,18.25,11.73,"469,554","291,785",308.3,0.1906,,0,840.0,1544.0,K2,Transit
KELT-1 b,KELT-1,b,2012,1.22,12.442,"498,055","309,496",8654.2,4.4828,,0,,,KELT,Transit
KELT-10 b,KELT-10,b,2016,4.17,15.681,"627,713","390,067",215.8,0.0559,600,0,1104.0,2019.0,KELT-South,Transit
KELT-11 b,KELT-11,b,2017,4.74,15.132,"605,737","376,410",54.3,0.0169,1433,0,1439.0,2622.0,KELT-South,Transit
KELT-12 b,KELT-12,b,2017,5.03,19.952,"798,682","496,309",301.9,0.0379,1749,0,1527.0,2781.0,KELT-North,Transit
KELT-14 b,KELT-14,b,2016,1.71,19.537,"782,070","485,985",408.1,0.0584,,0,1697.0,3087.0,KELT-South,Transit
KELT-15 b,KELT-15,b,2016,3.33,19.504,"780,749","485,165",416.4,0.0653,,0,1369.0,2496.0,KELT-South,Transit
KELT-16 b,KELT-16,b,2017,0.97,15.861,"634,919","394,544",874.0,0.2178,,0,2180.0,3956.0,KELT,Transit
KELT-17 b,KELT-17,b,2016,3.08,17.094,"684,276","425,215",416.4,0.0835,,0,1814.0,3297.0,KELT,Transit
KELT-18 b,KELT-18,b,2017,2.87,17.598,"704,451","437,753",375.0,0.0684,3152,0,1812.0,3294.0,KELT-North,Transit
KELT-19 A b,KELT-19 A,b,2017,4.61,21.409,"857,006","532,552",1293.6,0.135,2340,0,1662.0,3024.0,KELT,Transit
KELT-2 A b,KELT-2 A,b,2012,4.11,15.132,"605,737","376,410",540.3,0.1652,,0,,,KELT,Transit
KELT-20 b,KELT-20,b,2017,3.47,19.515,"781,189","485,438",1074.9,0.1463,4362.5,0,1989.0,3612.0,KELT-North,Transit
KELT-21 b,KELT-21,b,2018,3.61,17.777,"711,616","442,205",1242.7,0.225,2950,0,1778.0,3232.0,KELT-North,Transit
KELT-23 A b,KELT-23 A,b,2019,2.26,14.83,"593,647","368,898",298.1,0.0913,991.18,0,1288.0,2350.0,KELT-North,Transit
KELT-24 b,KELT-24,b,2019,5.55,14.258,"570,750","354,670",1646.4,0.5681,750.9,0,1186.0,2167.0,KELT-North,Transit
KELT-3 b,KELT-3,b,2013,2.7,17.486,"699,968","434,967",616.6,0.1361,,0,1543.0,2809.0,KELT,Transit
KELT-4 A b,KELT-4 A,b,2016,2.99,19.044,"762,335","473,722",286.7,0.0414,,0,1550.0,2822.0,KELT,Transit
KELT-6 b,KELT-6,b,2014,7.85,14.572,"583,320","362,480",165.3,0.0564,,0,1040.0,1904.0,KELT,Transit
KELT-6 c,KELT-6,c,2015,1276.0,13.0,"520,392","323,377",1179.1,0.5354,,0,,,Multiple Observatories,Radial Velocity
KELT-7 b,KELT-7,b,2015,2.73,17.934,"717,901","446,111",441.8,0.0802,,0,1775.0,3227.0,KELT,Transit
KELT-8 b,KELT-8,b,2015,3.24,18.159,"726,908","451,707",209.8,0.0303,,0,1402.0,2556.0,KELT,Transit
KELT-9 b,KELT-9,b,2017,1.48,21.196,"848,480","527,253",915.4,0.0962,44900,0,3777.0,6831.0,KELT-North,Transit
KIC 10001893 b,KIC 10001893,b,2014,0.22,,0,0,,,,0,,,Kepler,Orbital Brightness Modulation
KIC 10001893 c,KIC 10001893,c,2014,0.33,,0,0,,,,0,,,Kepler,Orbital Brightness Modulation
KIC 10001893 d,KIC 10001893,d,2014,0.81,,0,0,,,,0,,,Kepler,Orbital Brightness Modulation
KIC 10525077 b,KIC 10525077,b,2015,854.08,5.5,"220,166","136,813",25.9,0.1552,,0,,,Kepler,Transit
KIC 3558849 b,KIC 3558849,b,2015,1322.3,6.9,"276,208","171,638",38.1,0.1156,,0,,,Kepler,Transit
KIC 5095269 b,KIC 5095269,b,2017,237.69,12.6,"504,380","313,427",2445.1,1.2196,,0,,,Kepler,Eclipse Timing Variations
KIC 5437945 b,KIC 5437945,b,2015,440.78,6.4,"256,193","159,201",33.6,0.1278,2.14,0,35.0,95.0,Kepler,Transit
KIC 5951458 b,KIC 5951458,b,2015,1320.1,6.6,"264,199","164,176",35.4,0.1229,,0,,,Kepler,Transit
KIC 7917485 b,KIC 7917485,b,2016,840.0,12.4,"496,374","308,452",3750.4,1.9601,,0,,,Kepler,Pulsation Timing Variations
KIC 8540376 b,KOI-7892,b,2015,31.81,4.1,"164,124","101,988",15.8,0.2287,,0,,,Kepler,Transit
KIC 8540376 c,KOI-7892,c,2015,75.2,2.4,"96,072","59,700",6.4,0.4574,,0,,,Kepler,Transit
KIC 9663113 b,KIC 9663113,b,2015,572.38,4.6,"184,139","114,426",19.2,0.196,3.36,0,-9.0,16.0,Kepler,Transit
KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,b,2018,,12.2,"488,368","303,477",5700.0,3.1216,,0,,,KMTNet,Microlensing
KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L,b,2019,,13.1,"524,395","325,864",1043.0,0.4628,,0,,,KMTNet,Microlensing
KMT-2016-BLG-1397L b,KMT-2016-BLG-1397L,b,2018,,12.7,"508,383","315,914",2200.0,1.0708,,0,,,KMTNet,Microlensing
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,b,2018,,12.9,"516,389","320,889",1450.0,0.6733,,0,,,KMTNet,Microlensing
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,b,2019,,13.3,"532,401","330,839",700.0,0.2958,,0,,,KMTNet,Microlensing
KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L,b,2018,,12.2,"488,368","303,477",4923.0,2.7042,,0,,,KMTNet,Microlensing
KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,b,2018,,6.45,"258,195","160,445",34.0,0.1263,,0,,,KMTNet,Microlensing
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,b,2019,,13.4,"536,404","333,327",640.0,0.265,,0,,,KMTNet,Microlensing
